Symbol,Date,Depreciation & Amortization,Stock-based compensation,Operating Cash Flow,Capital Expenditure,Acquisitions and disposals,Investment purchases and sales,Investing Cash flow,Issuance (repayment) of debt,Issuance (buybacks) of shares,Dividend payments,Financing Cash Flow,Effect of forex changes on cash,Net cash flow / Change in cash,Free Cash Flow,Net Cash/Marketcap
AAPL,2019-09-28,12547000000,6068000000,69391000000,10495000000,-624000000,-8804000000,45896000000,-8805000000,-66116000000,-14119000000,-90976000000,0,24311000000,58896000000,0
AAPL,2018-09-29,10903000000,5340000000,77434000000,13313000000,-721000000,-18375000000,16066000000,-6500000000,-72069000000,-13712000000,-87876000000,0,5624000000,64121000000,0
AAPL,2017-09-30,10157000000,4840000000,63598000000,12795000000,-329000000,-1520000000,-46446000000,-3500000000,-32345000000,-12769000000,-17347000000,0,-195000000,50803000000,0
AAPL,2016-09-24,10505000000,4210000000,65824000000,13548000000,-297000000,-9852000000,-45977000000,-2500000000,-29227000000,-12150000000,-20483000000,0,-636000000,52276000000,0
AAPL,2015-09-26,11257000000,3586000000,81266000000,11488000000,-343000000,-20715000000,-56274000000,0,-34710000000,-11561000000,-17716000000,0,7276000000,69778000000,0
AAPL,2014-09-27,7946000000,2863000000,59713000000,9813000000,-3765000000,-26190000000,-22579000000,0,-44270000000,-11126000000,-37549000000,0,-415000000,49900000000,0
AAPL,2013-09-28,6757000000,2253000000,53666000000,9076000000,-496000000,-2543000000,-33774000000,0,-22330000000,-10564000000,-16379000000,0,3513000000,44590000000,0
AAPL,2012-09-29,3277000000,1740000000,50856000000,9402000000,-350000000,13035000000,-48227000000,0,-10081000000,-2488000000,-1698000000,0,931000000,41454000000,0
AAPL,2011-09-24,1814000000,1168000000,37529000000,7452000000,-244000000,20437000000,-40419000000,0,-8984000000,0,1444000000,0,-1446000000,30077000000,0
AAPL,2010-09-25,1027000000,879000000,18595000000,2121000000,-638000000,-11093000000,-13854000000,0,-10349000000,0,1257000000,0,5998000000,16474000000,0
AAPL,2009-09-26,734000000,710000000,10159000000,-1213000000,0,-16046000000,-17434000000,0,475000000,0,663000000,0,-6612000000,8946000000,0.1407
ABBV,2019-12-31,2064000000,430000000,13324000000,552000000,0,-2312000000,596000000,-4536000000,-629000000,-6366000000,18708000000,7000000,32635000000,12772000000,0
ABBV,2018-12-31,1771000000,421000000,13427000000,638000000,0,-14542000000,-1006000000,-6035000000,-12014000000,-5580000000,-14396000000,-39000000,-2014000000,12789000000,0
ABBV,2017-12-31,1525000000,365000000,9960000000,529000000,0,-3948000000,-274000000,-47000000,-1410000000,-4107000000,-5512000000,29000000,4203000000,9431000000,0
ABBV,2016-12-31,1189000000,353000000,7041000000,479000000,-2495000000,-11610000000,-6074000000,-5981000000,-6033000000,-3717000000,-3928000000,-338000000,-3299000000,6562000000,0
ABBV,2015-12-31,836000000,282000000,7535000000,532000000,-11488000000,-9382000000,-12936000000,-3999000000,-7567000000,-3294000000,5752000000,-300000000,51000000,7003000000,0
ABBV,2014-12-31,786000000,241000000,3549000000,612000000,-622000000,-1821000000,-926000000,-12000000,-652000000,-2661000000,-3293000000,-577000000,8348000000,2937000000,0
ABBV,2013-12-31,897000000,212000000,6267000000,491000000,-405000000,-1250000000,6770000000,848000000,-320000000,-2555000000,-3442000000,-10000000,9595000000,5776000000,0
ABBV,2012-12-31,1150000000,187000000,6345000000,-333000000,-688000000,-1397000000,-2418000000,15586000000,0,0,1931000000,16000000,5874000000,6012000000,-0.1387
ABBV,2011-12-31,1272000000,163000000,6247000000,-356000000,-273000000,-688000000,553000000,0,0,0,-6783000000,0,17000000,5891000000,-0.1387
ABBV,2010-12-31,1184000000,167000000,4976000000,-448000000,-2621000000,-92000000,-5031000000,0,0,0,65000000,0,10000000,4528000000,-0.1387
ABBV,2009-12-31,697492000,156718000,5367336000,-312565000,-170000000,-4207000,-486355000,-34766000,0,0,-4881151000,0,-170000,5054771000,-0.1387
ABT,2019-12-31,3014000000,519000000,6136000000,1638000000,0,-800000000,-1815000000,-3441000000,-718000000,-2270000000,-4289000000,-16000000,16000000,4498000000,0
ABT,2018-12-31,3310000000,477000000,6300000000,1394000000,0,-369000000,-1472000000,-12433000000,-238000000,-1974000000,-10391000000,-116000000,-5563000000,4906000000,0
ABT,2017-12-31,3933000000,406000000,5570000000,1135000000,-17183000000,-327000000,-9618000000,-8650000000,-117000000,-1849000000,-5281000000,116000000,-9213000000,4435000000,0
ABT,2016-12-31,1518000000,310000000,3203000000,1121000000,-80000000,-3345000000,-248000000,-12000000,-522000000,-1539000000,11147000000,-483000000,13619000000,2082000000,0
ABT,2015-12-31,1472000000,292000000,2966000000,1110000000,-235000000,-7170000000,406000000,-57000000,-2237000000,-1443000000,-2236000000,-198000000,938000000,1856000000,0
ABT,2014-12-31,1548000000,246000000,3675000000,1077000000,-3317000000,-3702000000,-202000000,-577000000,-2195000000,-1342000000,-2742000000,-143000000,588000000,2598000000,0
ABT,2013-12-31,1719000000,262000000,3324000000,1145000000,-580000000,-11669000000,-3955000000,-303000000,-1605000000,-882000000,-6696000000,-26000000,-7327000000,2179000000,0
ABT,2012-12-31,2783207000,433114000,9314401000,1795289000,-1227473000,-14361894000,-6081288000,-11071178000,-2364240000,-3182811000,716093000,40137000,10802163000,7519112000,0
ABT,2011-12-31,3043894000,382602000,8970077000,1491500000,-672500000,-5186994000,260832000,-3012426000,-77007000,-2938096000,-6023455000,-43005000,3164449000,7478577000,0
ABT,2010-12-31,2624305000,387183000,8735981000,1015075000,-9433243000,-1672757000,-12188315000,-1673998000,-866825000,-2671475000,-1087741000,-620893000,-5160968000,7720906000,0
ABT,2009-12-31,2089510000,366357000,7275160000,-1089048000,-2370630000,-232664000,-3698710000,3734155000,-317676000,-2414460000,1002019000,118848000,4697317000,6186112000,-0.1628
ACN,2019-08-31,892760000,1093253000,6626953000,599009000,-1193071000,-2691114000,-1755576000,4772000,-2691114000,-1864353000,-3767171000,-38713000,1065493000,6027944000,0
ACN,2018-08-31,926776000,976908000,6026691000,619187000,-657546000,-2639094000,-1249604000,4195000,-2639094000,-1708724000,-3709028000,-133559000,934500000,5407504000,0
ACN,2017-08-31,801789000,795235000,4973039000,515919000,-1704188000,-2649051000,-2233879000,2120000,-2649051000,-1567578000,-3560235000,42326000,-778749000,4457120000,0
ACN,2016-08-31,729052000,758176000,4575115000,496566000,-932542000,-2604989000,-610350000,1059000,-2604989000,-1438138000,-3396933000,-22989000,544843000,4078549000,0
ACN,2015-08-31,645923000,680329000,4092137000,395017000,-791704000,-2452989000,-1170384000,-701000,-2452989000,-1353471000,-3202296000,-279996000,-560539000,3697120000,0
ACN,2014-08-31,620743000,671301000,3486085000,321870000,-740067000,-2559434000,-1031249000,-543000,-2559434000,-1254916000,-3165416000,25162000,-710580000,3164215000,0
ACN,2013-08-31,593028000,615878000,3303128000,369593000,-803988000,-2544352000,-1246140000,-54000,-2544352000,-1121738000,-3065629000,-89925000,-1008641000,2933535000,0
ACN,2012-08-31,593545000,538086000,4256852000,371974000,-174383000,-2098841000,-758549000,6268000,-2098841000,-950857000,-2558855000,-223164000,939448000,3884878000,0
ACN,2011-08-31,513256000,450137000,3441739000,403714000,-306187000,-2171877000,-703387000,1608000,-2171877000,-643642000,-2121504000,245938000,862786000,3038025000,0
ACN,2010-08-31,474688000,425822000,3091620000,238215000,-41075000,-2070875000,-273765000,-687000,-2070875000,-824148000,-2429026000,-92199000,296630000,2853405000,0
ACN,2009-08-31,498591000,452823000,3160202000,-238790000,-27324000,20940000,-245174000,-6969000,-1450674000,-378446000,-1850303000,-125823000,938902000,2921412000,0.1931
ADBE,2019-11-29,736669000,787705000,4421813000,394479000,-100704000,-2750000000,-455584000,0,-2750000000,0,-2946044000,-12739000,1007446000,4027334000,0
ADBE,2018-11-30,346492000,609562000,4029304000,266579000,-6314382000,-2050000000,-4685295000,-1707000,-2050000000,0,-5568000,-1738000,-663297000,3762725000,0
ADBE,2017-12-01,325997000,451451000,2912853000,178122000,-459626000,-1100000000,-442877000,-1960000,-1100000000,0,-1183735000,8516000,1294757000,2734731000,0
ADBE,2016-12-02,331535000,349912000,2199728000,203805000,-48427000,-1075000000,-960033000,-108000,-1075000000,0,-1090706000,-14234000,134755000,1995923000,0
ADBE,2015-11-27,339473000,335859000,1469502000,184936000,-826004000,-625000000,-1488358000,-602189000,-625000000,0,-200687000,-21297000,-240840000,1284566000,0
ADBE,2014-11-28,313590000,333701000,1287482000,148332000,-29802000,-600000000,-497355000,-14684000,-600000000,0,-507283000,-6648000,282844000,1139150000,0
ADBE,2013-11-29,321227000,328987000,1151686000,188358000,-704589000,-1100000000,-1183044000,-25879000,-1100000000,0,-559138000,-5241000,-590496000,963328000,0
ADBE,2012-11-30,299766000,298502000,1499580000,271076000,-353195000,-405000000,-834662000,-9855000,-405000000,0,-234723000,5357000,435552000,1228504000,0
ADBE,2011-12-02,270205000,286103000,1543314000,210294000,-259046000,-695015000,-757402000,-10046000,-695015000,0,-550358000,4055000,239609000,1333020000,0
ADBE,2010-12-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADBE,2009-11-27,282423000,199982000,1117794000,-119592000,-1582669000,202394000,-1497096000,636103000,-170447000,0,477636000,14703000,113037000,998202000,0.0488
AMGN,2018-12-31,1946000000,311000000,11296000000,738000000,195000000,-2767000000,14339000000,-1100000000,-17794000000,-3507000000,-22490000000,0,3145000000,10558000000,0
AMGN,2017-12-31,1955000000,329000000,11177000000,664000000,-19000000,3014000000,-4024000000,-4405000000,-3160000000,-3365000000,-6594000000,0,559000000,10513000000,0
AMGN,2016-12-31,2105000000,311000000,10354000000,837000000,0,-506000000,-8658000000,-3700000000,-2965000000,-2998000000,-2599000000,0,-903000000,9517000000,0
AMGN,2015-12-31,2108000000,322000000,9077000000,649000000,-359000000,1660000000,-5547000000,-2400000000,-1867000000,-2396000000,-3117000000,0,413000000,8428000000,0
AMGN,2014-12-31,2092000000,408000000,8555000000,1003000000,-165000000,4061000000,-5752000000,-5605000000,-138000000,-1851000000,-2877000000,0,-74000000,7552000000,0
AMGN,2013-12-31,1286000000,403000000,6291000000,693000000,-9434000000,4258000000,-8469000000,-3371000000,-832000000,-1415000000,2726000000,0,548000000,5598000000,0
AMGN,2012-12-31,1088000000,362000000,5882000000,689000000,-2390000000,-2613000000,-9990000000,-123000000,-4607000000,-1118000000,419000000,0,-3689000000,5193000000,0
AMGN,2011-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMGN,2010-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AMGN,2009-12-31,1049000000,284000000,6336000000,-530000000,0,-2723000000,-3202000000,980000000,-3208000000,0,-2024000000,0,1110000000,5806000000,0.0496
AMZN,2019-12-31,21789000000,6864000000,38514000000,16861000000,-2461000000,-9131000000,-24281000000,-2684000000,-36092000000,0,-10066000000,70000000,4237000000,21653000000,0
AMZN,2018-12-31,15341000000,5418000000,30723000000,13427000000,-2186000000,1140000000,-12369000000,-668000000,-31750000000,0,-7686000000,-351000000,10317000000,17296000000,0
AMZN,2017-12-31,11478000000,4215000000,18434000000,0,0,-3789000000,-27819000000,-1372000000,-20522000000,0,9860000000,713000000,1188000000,18434000000,0
AMZN,2016-12-31,8116000000,2975000000,16443000000,6737000000,0,-7756000000,-9876000000,-354000000,-19334000000,0,-2911000000,-212000000,3444000000,9706000000,0
AMZN,2015-12-31,6281000000,2119000000,11920000000,4589000000,0,-4091000000,-6450000000,-1652000000,-15890000000,0,-3763000000,-374000000,1333000000,7331000000,0
AMZN,2014-12-31,4746000000,1497000000,6842000000,4893000000,0,-2542000000,-5065000000,-513000000,0,0,4432000000,-310000000,5899000000,1949000000,0
AMZN,2013-12-31,3253000000,1134000000,5475000000,3444000000,0,-2826000000,-4276000000,-1405000000,0,0,-539000000,-86000000,574000000,2031000000,0
AMZN,2012-12-31,3680000000,833000000,4180000000,3785000000,0,-4262000000,-3595000000,-3966000000,-960000000,0,2259000000,-29000000,2815000000,395000000,0
AMZN,2011-12-31,2104000000,557000000,3903000000,1811000000,0,-6534000000,-1930000000,-621000000,-277000000,0,-482000000,1000000,1492000000,2092000000,0
AMZN,2010-12-31,1473000000,424000000,3495000000,979000000,0,-6279000000,-3360000000,-364000000,-3777000000,0,181000000,17000000,333000000,2516000000,0
AMZN,2009-12-31,378000000,236000000,3293000000,-373000000,-40000000,-1924000000,-2337000000,-385000000,0,0,-280000000,-1000000,675000000,2920000000,0.1093
BAC,2019-12-31,-337000000,1974000000,61777000000,0,0,-28144000000,-80630000000,-50794000000,-28144000000,-6146000000,3377000000,-368000000,-15844000000,61777000000,0
BAC,2018-12-31,2063000000,1729000000,39520000000,0,0,-20094000000,-72668000000,-53046000000,-20094000000,-5424000000,53118000000,-1200000000,19970000000,39520000000,0
BAC,2017-12-31,-148000000,1649000000,10403000000,0,0,-12814000000,-52007000000,-49553000000,-12814000000,-4027000000,49195000000,2105000000,9696000000,10403000000,0
BAC,2016-12-31,-893000000,1235000000,18306000000,0,0,-5112000000,-63143000000,-51849000000,-5112000000,-2573000000,32982000000,240000000,-11615000000,18306000000,0
BAC,2015-12-31,-83000000,2170000000,27730000000,0,0,-2374000000,-54954000000,-40365000000,-2374000000,-2091000000,48585000000,-597000000,20764000000,27730000000,0
BAC,2014-12-31,-166000000,2300000000,26739000000,0,0,-1675000000,-4204000000,-53749000000,-1675000000,-1262000000,-12201000000,-3067000000,7267000000,26739000000,0
BAC,2013-12-31,2683000000,2300000000,92817000000,0,0,25364000000,23195000000,-65602000000,-3220000000,-1677000000,-95442000000,-1863000000,20570000000,92817000000,0
BAC,2012-12-31,3038000000,2300000000,-13858000000,0,0,-90423000000,-37908000000,-1.24389E+11,-1.10752E+11,-1909000000,42416000000,-731000000,-9350000000,-13858000000,0
BAC,2011-12-31,3485000000,2600000000,64490000000,0,0,20589000000,51881000000,-1.01814E+11,-1.20102E+11,-1738000000,-1.04696E+11,-548000000,11675000000,64490000000,0
BAC,2010-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BAC,2009-12-31,4314000000,0,129731000000,-2240000000,31804000000,117115000000,157925000000,-222882000000,13468000000,-4863000000,-199568000000,394000000,88482000000,127491000000,1.4438
BMY,2019-12-31,3434000000,441000000,8067000000,836000000,-24634000000,-11261000000,-9770000000,-9256000000,-7300000000,-2679000000,7621000000,-9000000,5909000000,7231000000,0
BMY,2018-12-31,823000000,221000000,5940000000,951000000,-1246000000,-2625000000,-874000000,-5000000,-320000000,-2613000000,-3535000000,-41000000,1490000000,4989000000,0
BMY,2017-12-31,1025000000,199000000,5275000000,1055000000,-708000000,-7906000000,-66000000,-1224000000,-2469000000,-2577000000,-4077000000,52000000,1184000000,4220000000,0
BMY,2016-12-31,551000000,205000000,2850000000,1215000000,-359000000,-3320000000,1480000000,-15000000,-231000000,-2547000000,-2445000000,-33000000,1852000000,1635000000,0
BMY,2015-12-31,621000000,235000000,1832000000,820000000,-1111000000,-3143000000,-1572000000,-1957000000,-2385000000,-2477000000,-3351000000,-95000000,-3186000000,1012000000,0
BMY,2014-12-31,1438000000,213000000,3148000000,526000000,-219000000,-5719000000,1216000000,-676000000,-5571000000,-2398000000,-2437000000,58000000,1985000000,2622000000,0
BMY,2013-12-31,763000000,191000000,3545000000,537000000,0,-2292000000,-547000000,-597000000,-433000000,-2309000000,-1068000000,25000000,1930000000,3008000000,0
BMY,2012-12-31,681000000,154000000,6941000000,548000000,-7530000000,-6010000000,-6728000000,-2108000000,-2403000000,-2286000000,-4333000000,-1000000,-4120000000,6393000000,0
BMY,2011-12-31,801000000,161000000,4840000000,367000000,-360000000,-8040000000,-1437000000,-78000000,-1221000000,-2254000000,-2657000000,-3000000,743000000,4473000000,0
BMY,2010-12-31,744000000,193000000,4491000000,424000000,-829000000,-3202000000,-3812000000,-936000000,-576000000,-2202000000,-3343000000,14000000,-2650000000,4067000000,0
BMY,2009-12-31,707000000,183000000,4065000000,-730000000,-2236000000,-1414000000,-4380000000,1445000000,45000000,-2483000000,-17000000,39000000,-293000000,3335000000,0.043
BRK.B,2018-12-31,9779000000,0,37400000000,-14537000000,-3279000000,-14962000000,-32849000000,-4123000000,-1346000000,0,-5812000000,-140000000,-1401000000,22863000000,0
BRK.B,2017-12-31,9188000000,0,45728000000,-11708000000,-2708000000,-22985000000,-41009000000,-1277000000,0,0,-1398000000,248000000,3569000000,34020000000,0
BRK.B,2016-12-31,8901000000,0,32647000000,-12954000000,-31399000000,-39495000000,-84225000000,12679000000,0,0,12791000000,-172000000,-38959000000,19693000000,0
BRK.B,2015-12-31,7779000000,0,31491000000,-16082000000,-10160000000,-1924000000,-28001000000,4036000000,0,0,3803000000,-165000000,7128000000,15409000000,0
BRK.B,2014-12-31,7370000000,0,32010000000,-15185000000,-4824000000,-653000000,-20326000000,3996000000,0,0,2731000000,-289000000,14126000000,16825000000,0
BRK.B,2013-12-31,6508000000,0,27704000000,-11087000000,-18681000000,3443000000,-27535000000,3985000000,0,0,961000000,64000000,1194000000,16617000000,0
BRK.B,2012-12-31,6154000000,0,20950000000,-9775000000,-3188000000,2572000000,-10574000000,1242000000,0,0,-806000000,123000000,9693000000,11175000000,0
BRK.B,2011-12-31,5492000000,0,20476000000,-8191000000,-8685000000,-2376000000,-19189000000,-357000000,0,0,-2217000000,2000000,-928000000,12285000000,0
BRK.B,2010-12-31,4279000000,0,17895000000,-5980000000,-15924000000,4103000000,-18277000000,8220000000,0,0,8125000000,-74000000,7669000000,11915000000,0
BRK.B,2009-12-31,3127000000,0,15846000000,-4937000000,-108000000,-7296000000,-11161000000,643000000,0,0,233000000,101000000,5019000000,10909000000,0
CHTR,2019-12-31,9820000000,315000000,11748000000,7195000000,0,-6873000000,-7331000000,-13309000000,-6873000000,-154000000,-1633000000,0,2784000000,4553000000,0
CHTR,2018-12-31,10011000000,285000000,11767000000,9125000000,0,-4399000000,-9736000000,-10769000000,-4399000000,-153000000,-1887000000,0,144000000,2642000000,0
CHTR,2017-12-31,10218000000,261000000,11954000000,8681000000,0,-11715000000,-8098000000,-16507000000,-11715000000,-153000000,-4770000000,0,-914000000,3273000000,0
CHTR,2016-12-31,6651000000,244000000,8041000000,5325000000,0,-1562000000,-11290000000,-10521000000,3438000000,-96000000,4779000000,0,1530000000,2716000000,0
CHTR,2015-12-31,2153000000,78000000,2359000000,1840000000,0,-38000000,-17032000000,-11326000000,-38000000,0,14675000000,0,2000000,519000000,0
CHTR,2014-12-31,2139000000,55000000,2359000000,2221000000,0,-19000000,-9304000000,-1980000000,-19000000,0,6927000000,0,-18000000,138000000,0
CHTR,2013-12-31,1897000000,48000000,2158000000,1825000000,0,-15000000,-2443000000,-6520000000,-15000000,0,299000000,0,14000000,333000000,0
CHTR,2012-12-31,1758000000,50000000,1876000000,1745000000,0,-11000000,-1737000000,-5901000000,-11000000,0,-134000000,0,5000000,131000000,0
CHTR,2011-12-31,1626000000,41000000,1737000000,1311000000,-89000000,-733000000,-1367000000,-5072000000,-733000000,0,-373000000,0,-3000000,426000000,0
CHTR,2010-12-31,1524000000,0,1928000000,-1201000000,0,0,-1170000000,-1313000000,-6000000,0,-1463000000,0,-705000000,727000000,-2.7496
CHTR,2009-11-30,1194000000,0,411000000,-1036000000,-150000000,0,-1193000000,-1093000000,1614000000,0,521000000,0,-261000000,-625000000,-3.127
CMCSA,2018-12-31,10676000000,826000000,24297000000,11709000000,-38219000000,-6577000000,-50854000000,-9177000000,-5320000000,-3352000000,27140000000,-245000000,338000000,12588000000,0
CMCSA,2017-12-31,9825000000,751000000,21403000000,11297000000,-532000000,-7727000000,-13704000000,-4459000000,-5435000000,-2883000000,-7572000000,0,127000000,10106000000,0
CMCSA,2016-12-31,9558000000,640000000,19240000000,10821000000,-3929000000,-6697000000,-18385000000,-4842000000,-4977000000,-2601000000,151000000,0,1006000000,8419000000,0
CMCSA,2015-12-31,8680000000,567000000,18778000000,9869000000,-1786000000,-7534000000,-11964000000,-4513000000,-6714000000,-2437000000,-8429000000,0,-1615000000,8909000000,0
CMCSA,2014-12-31,8019000000,513000000,16945000000,8542000000,-477000000,-4442000000,-8733000000,-2671000000,-4216000000,-2254000000,-6020000000,0,2192000000,8403000000,0
CMCSA,2013-12-31,16120000000,419000000,14160000000,7605000000,-99000000,-3223000000,-9514000000,-3789000000,-1960000000,-1964000000,-13879000000,0,-9233000000,6555000000,0
CMCSA,2012-12-31,17252000000,371000000,14854000000,6637000000,-90000000,-3297000000,-1486000000,-2337000000,-2767000000,-1608000000,-4037000000,0,9331000000,8217000000,0
CMCSA,2011-12-31,14423000000,344000000,14345000000,6261000000,-6407000000,-2141000000,-12508000000,-3760000000,-1858000000,-1187000000,-6201000000,0,-4364000000,8084000000,0
CMCSA,2010-12-31,6616000000,300000000,11179000000,5497000000,-183000000,-1460000000,-5711000000,-1153000000,-1166000000,-1064000000,-155000000,0,5313000000,5682000000,0
CMCSA,2009-12-31,6500000000,257000000,10281000000,-5639000000,14000000,-346000000,-5897000000,-3174000000,-764000000,-761000000,-4908000000,0,-524000000,4642000000,-0.5895
COST,2019-09-01,1492000000,595000000,6356000000,2998000000,0,984000000,-2865000000,-89000000,-247000000,-1038000000,-1147000000,-15000000,2329000000,3358000000,0
COST,2018-09-02,1437000000,544000000,5774000000,2969000000,0,750000000,-2947000000,-86000000,-328000000,-689000000,-1281000000,-37000000,1509000000,2805000000,0
COST,2017-09-03,1370000000,514000000,6726000000,2502000000,0,916000000,-2366000000,-2200000000,-469000000,-3904000000,-3218000000,25000000,1167000000,4224000000,0
